stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
"2435905250","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here’s what to know","https://kesq.com/news/2022/09/30/bolsonaro-or-lula-as-brazil-prepares-to-vote-heres-what-to-know/","en","False","","30826","kesq.com","http://www.kesq.com#spider"
"2435910618","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here's what to know","https://www.cnn.com/2022/10/01/americas/brazil-election-explainer-intl-latam/index.html","en","False","","20088","CNN U.S. Edition","http://us.cnn.com"
"2435906754","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here’s what to know","https://ktvz.com/news/2022/09/30/bolsonaro-or-lula-as-brazil-prepares-to-vote-heres-what-to-know/","en","False","","133933","ktvz.com","http://ktvz.com/"
"2435911579","2022-10-01 00:30:26","Así fueron los 8 años de Gobierno de Lula da Silva en Brasil","https://krdo.com/telemundo/noticias/cnn-spanish/2022/09/30/asi-fueron-los-8-anos-de-gobierno-de-lula-da-silva-en-brasil/","es","False","","66979","krdo.com","http://www.krdo.com/#spider"
"2435909809","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here's what to know","https://www.cnn.com/2022/10/01/americas/brazil-election-explainer-intl-latam/index.html","en","False","","300133","Alltop, all the top stories","http://www.alltop.com/"
"2435922663","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here's what to know","https://www.cnn.com/2022/10/01/americas/brazil-election-explainer-intl-latam/index.html","en","False","","662326","NNY Now","http://www.nnynow.com/"
"2435926752","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here's what to know","https://www.cnn.com/2022/10/01/americas/brazil-election-explainer-intl-latam/index.html","en","False","","291403","greatbendpost.com","http://greatbendpost.com/"
"2435934265","2022-10-01 00:20:05","Brazil: Bolsonaro, Socialist Lula Trade Barbs on Eve of Presidential Election","https://www.breitbart.com/latin-america/2022/09/30/brazil-bolsonaro-lula-trade-barbs-eve-presidential-election/","en","False","","623377","News and Java","http://www.newsandjava.com/"
"2435941199","2022-10-01 00:28:25","Bolsonaro or Lula? As Brazil prepares to vote, here's what to know","https://www.cnn.com/2022/10/01/americas/brazil-election-explainer-intl-latam/index.html","en","False","","116287","salinapost.com","http://salinapost.com/"
"2435940850","2022-10-01 01:42:39","La estrella del fútbol brasileño Neymar Jr. se enfrenta a críticas por su apoyo a Bolsonaro","https://krdo.com/telemundo/noticias/cnn-spanish/2022/09/30/la-estrella-del-futbol-brasileno-neymar-jr-se-enfrenta-a-criticas-por-su-apoyo-a-bolsonaro/","es","False","","66979","krdo.com","http://www.krdo.com/#spider"
